nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT00219843,The objective of this study is to investigate the safety of intralesional (IL) PV-10 for the treatment of metastatic melanoma. This study will also include a preliminary assessment of response of treated and untreated lesions by clinical evaluation at follow-up of 12 to 24 weeks following IL PV-10 treatment.,DRUG,309,48,0,0,0.0,0.0
NCT01969643,This study will examine the safety and tolerability of ladiratuzumab vedotin (LV) in patients with metastatic breast cancer. LV will be given alone or in combination with trastuzumab.,DRUG,183,28,0,0,0.0,0.0
NCT00892749,"This is a multi-center, open-labeled, non-comparative study to examine the safety and efficacy of ASP1585 for long-term dosing in chronic kidney disease and hyperphosphatemia patients on hemodialysis.",DRUG,200,31,0,0,0.0,0.0
NCT00199849,To evaluate the safety of NY-ESO-1 Plasmid DNA (pPJV7611) Cancer Vaccine given by particle-mediated epidermal delivery (PMED) in patients with tumor types known to express NY-ESO-1 or LAGE-1.,BIOLOGICAL,191,31,1,0,0.03225806451612903,0.0
NCT07447349,"This study evaluated the effects of Nigella sativa toothpaste on salivary inflammatory biomarkers (IL-1β, PGE2, and MMP-8) in Indonesian Army personnel with gingivitis. The aim was to determine whether the toothpaste could reduce inflammatory marker levels associated with gingival inflammation.",DRUG,295,40,2,0,0.05,0.0
NCT00090038,"The purpose of this study is to provide treatment for patients who have relapsed Non-Hodgkin's lymphoma (NHL) or refractory NHL, and to test the immunity of study subjects after receiving four treatments with rituximab.",DRUG,219,35,0,0,0.0,0.0
NCT01581138,The purpose of this study is to evaluate the efficacy and safety of two all oral regimens in subjects who have chronic hepatitis C and have not received treatment yet.,DRUG,167,30,1,1,0.03333333333333333,0.03333333333333333
NCT03685448,"Renal cell carcinoma (RCC) is the 9th most common cancer in Australia, the 10th most common cancer in Western populations.\~75% of kidney cancers are clear-cell renal cell carcinomas (ccRCC). Many patients present with advanced or unresectable disease at diagnosis and a number of treatments are now available for metastatic ccRCC included vascular endothelial growth factor receptor tyrosine kinase inhibitors (VEGFR TKIs), mTOR inhibitors, and cytokines. More recently first line use of immunotherapy demonstrated improved survival with checkpoint inhibitors. While many patients benefit from first-line treatment, progression is inevitable and these treatments remain on the whole palliative. Second-line VEGFR TKIs, mTOR inhibitors and immunotherapy have some benefit but in a smaller increment than first-line treatment.  While \~75% of kidney cancers are the clear-cell variant, \~25% of kidney cancers are non-clear cell histology (nccRCC) and include papillary, chromophobe, sarcomatoid, collecting duct carcinoma, Xp11 translocation carcinoma and unclassified. Patients with non-ccRCC have significantly lower response rates and poorer median progression-free survival and overall survival than those with ccRCC. Non clear cell histologies have largely been excluded from large phase III randomised clinical trials and therefore the optimal treatment and sequencing of therapies for these patients remains unclear.  Despite recent unprecedented advances in treatment, there continues to be an unmet need to improve outcomes for patients with previously untreated, unresectable or metastatic renal cell carcinoma. This is particularly relevant in non-clear cell RCC. Because it is a rarer subtype of metastatic renal cell carcinoma, it is more challenging to study, and treatment efficacy data is sparse.  The research project is testing a new treatment for participants with locally advanced or metastatic non-clear cell kidney cancer. The new treatment involves a drug called Cabozantinib (also known as Cabometyx). This drug has been used previously in many cancers, including clear cell kidney cancer and thyroid cancer.  The purpose of this study is to test the effectiveness (how well the drug works), safety, and tolerability of Cabozantinib. Cabozantinib is a anti-cancer drug that works by blocking cancer cell growth. It blocks particular proteins called protein kinases on cancer cells. Protein kinases encourage the cancer to grow. Cabozantinib is called a multi kinase inhibitor because it blocks a number of these proteins. How well cabozantinib works in cancer of the kidney will be tested by measuring the change in size of your tumours that are seen on CT scans.  Cabozantinib is approved to treat clear cell kidney cancer and thyroid cancer in Australia. It has not been tested in people with non-clear cell kidney cancer.  About 48 participants with non-clear cell kidney cancer are expected to participate in this study, from Australia. Even though this study may be suitable for you, it is possible that you may not be enrolled in this study.  This research study has been initiated by Dr. David Pook, is being conducted in collaboration with the Centre for Biostatistics and Clinical Trials (BaCT) and sponsored in Australia by the Australian and New Zealand Urogenital and Prostate (ANZUP) Cancer Trials Group Pty Ltd. Ipsen is supplying",DRUG,3368,511,4,2,0.007827788649706457,0.003913894324853229
NCT00105547,The purpose of the study is to evaluate the change in cognitive ability and activities of daily living in patients with Alzheimer's disease (AD) as measured by specific evaluations during 18 months of dosing.,DRUG,208,33,1,0,0.030303030303030304,0.0
NCT00556049,"The purpose of this research study is to determine if the combination of sunitinib and gemcitabine is effective in treating patients with metastatic renal cell carcinoma. The safety of this combination will also be studied. Sunitinib is approved by the FDA for the treatment of renal cell carcinoma. However, some patients' cancers do not respond to treatment or stops responding after initially responding. Gemcitabine is a chemotherapy drug that is approved by the FDA for the treatment of pancreatic cancer and several other cancers. It is not approved for the treatment of renal cell carcinoma. Previous research has suggested that combining gemcitabine with sunitinib may have some effectiveness in treating metastatic renal cell carcinoma.",DRUG,745,114,1,2,0.008771929824561403,0.017543859649122806
NCT02070549,"This phase I trial studies the side effects and best dose of trametinib in treating patients with cancer that has spread to other places in the body and usually cannot be cured or controlled with treatment (advanced) with or without liver (hepatic) dysfunction. Trametinib may stop the growth of tumor cells by blocking proteins needed for cell growth. When these proteins are blocked, the growth of cancer cells may be stopped and the cancer cells will then die. Hepatic dysfunction is frequently found in patients with advanced cancer and usually prevents patients from receiving standard treatments or from participating in clinical trials. Patients may also need dose adjustments or absorb drugs differently. Trametinib may be a better treatment for patients with advanced cancers and hepatic dysfunction.",DRUG,809,126,4,2,0.031746031746031744,0.015873015873015872
NCT01225549,The purpose of this study is to evaluate the efficacy of AZD5423 in patients with mild asthma challenged with an inhaled allergen.,DRUG,130,22,1,0,0.045454545454545456,0.0
NCT00662649,"This extension study of was designed to evaluate the long-term safety, tolerability, and efficacy of fingolimod (FTY720) in patients with multiple sclerosis. The Extension study was an extension to the 24-month Core study (CFTY720D2301/NCT00289978).",DRUG,249,37,1,0,0.02702702702702703,0.0
NCT01129648,To evaluate safety and efficacy of BCX4208 alone and in combination with allopurinol in subjects with gout.,DRUG,107,17,1,0,0.058823529411764705,0.0
NCT02737748,Primary objective:  1. To evaluate the safety of TWB-103 in split-thickness skin graft donor site wounds (DSW) for Phase I in terms of Incidence of treatment-related AEs and SAEs (including infections and bleeding) 2. To evaluate the efficacy for Phase I+II of TWB-103 in split-thickness skin graft donor site wounds (DSW) in terms of The healing time from DSW creation to 100% re-epithelialization  Secondary objective:  1. To evaluate the efficacy of TWB-103 in split-thickness skin graft donor site wounds (DSW) in secondary efficacy endpoints 2. To evaluate the safety of TWB-103 in split-thickness skin graft donor site wounds (DSW) in secondary safety endpoints,DRUG,667,105,4,0,0.0380952380952381,0.0
